,importance
rifle_kill_share,0.19976868888842025
awp_kill_share,0.18427911916911585
he_grenades_per_round,0.11034811216601391
first_contact_rate,0.09286161683064816
flash_assists_per_round,0.05695109897484495
relative_team_centroid_distance,0.04033995562842252
util_damage_per_round,0.033477984535627225
opening_death_rate,0.02915111464606422
avg_distance_to_team_centroid,0.028900879758553575
time_near_enemy_rate,0.02563018119714789
flashbangs_per_round,0.023970319637966392
fire_nades_per_round,0.020763159676123074
survival_rate,0.019026608858496125
relative_team_centroid_distance_std,0.016937880281070142
first_contact_rate_std,0.01479410008852681
damage_taken_per_round,0.012000637777484903
avg_distance_to_closest_teammate,0.008930255802504781
avg_distance_to_enemy,0.008478562351199691
avg_distance_to_team_centroid_std,0.0082313243054688
trade_kill_rate,0.007473550388889675
opening_duel_success,0.0070075764424429145
damage_diff_per_round,0.006730785427585375
avg_distance_to_closest_teammate_std,0.0052770647149061635
grenades_per_round,0.004839202637032277
trade_participation,0.0036122322800257387
opening_kill_rate,0.0035874647025189964
kast_std,0.0033104303964897348
impact_std,0.0030265396279185518
time_stationary_rate,0.002807205723982528
rating_std,0.0022228716892378647
avg_distance_moved_per_round_std,0.002187514447526583
adr_std,0.0019301889163806875
time_near_enemy_rate_std,0.0014506717708473189
avg_distance_to_enemy_std,0.0014497487154904493
time_stationary_rate_std,0.0013896391372669506
smokes_per_round,0.0013653195320837781
assists_per_round,0.0012331369241849659
decoys_per_round,0.0010752497745114978
damage_per_round,0.0010086267193736313
multi_kill_rate,0.0008299784868027959
avg_distance_moved_per_round,0.0007889240455757397
death_traded_rate,0.00047816372949351674
rounds_played,7.631319573283845e-05
