player_name,side,rounds_played,adr,adr_std,kpr,survival_rate,damage_per_round,damage_taken_per_round,damage_diff_per_round,util_damage_per_round,assists_per_round,flash_assists_per_round,trade_kill_rate,death_traded_rate,trade_participation,opening_kill_rate,opening_death_rate,opening_duel_success,multi_kill_rate,rifle_kill_share,awp_kill_share,grenades_per_round,he_grenades_per_round,flashbangs_per_round,smokes_per_round,fire_nades_per_round,decoys_per_round,avg_distance_to_enemy,avg_distance_to_enemy_std,avg_distance_to_team_centroid,avg_distance_to_team_centroid_std,relative_team_centroid_distance,relative_team_centroid_distance_std,avg_distance_moved_per_round,avg_distance_moved_per_round_std,avg_distance_to_closest_teammate,avg_distance_to_closest_teammate_std,time_near_enemy_rate,time_near_enemy_rate_std,first_contact_rate,first_contact_rate_std,time_stationary_rate,time_stationary_rate_std,kast_std,impact_std,rating_std,cluster,pc1,pc2
910,t,271,76.35055350553506,31.827446371862383,0.7527675276752768,0.3542435424354243,109.5719557195572,95.97047970479704,13.601476014760149,1.911439114391144,0.2361623616236162,0.1107011070110701,0.284313725490196,0.2514285714285714,0.3763837638376384,0.0980392156862745,0.1371428571428571,0.4545454545454545,0.1881918819188192,0.4509803921568627,0.3823529411764705,2.5387453874538743,0.077490774907749,1.2546125461254614,0.7785977859778598,0.4206642066420664,0.007380073800738,2094.2490506330496,85.38837961137968,499.0819129815212,70.83314668226103,0.912512277311422,0.0762091297072165,9554.453056909657,1965.7599144225453,369.7086747161287,57.85143247116709,0.3293961936417826,0.0719720143401436,0.1500904801383105,0.0485222540269694,0.5674669709161843,0.0706729025839238,14.256663037560315,0.6842690537359896,0.5468278991701812,2,-5.256986841573637,2.835186055250493
AW,t,220,71.41818181818182,21.18589056099008,0.6227272727272727,0.2363636363636363,93.25909090909092,108.14090909090908,-14.88181818181818,3.959090909090909,0.1818181818181818,0.0272727272727272,0.2773722627737226,0.1904761904761904,0.3181818181818182,0.0948905109489051,0.1785714285714285,0.3023255813953488,0.1727272727272727,0.781021897810219,0.0072992700729927,2.713636363636364,0.3090909090909091,0.8318181818181818,0.8181818181818182,0.7545454545454545,0.0,2057.110944767485,122.56785235153674,579.356418789355,81.83954681796209,0.920613240933338,0.1218726931655192,9522.442488832148,1708.0690273899572,436.5417778760516,52.25332334574309,0.3327330945593878,0.0683972939257193,0.1877121391274925,0.0729543607416428,0.5857589359928915,0.0652378060036989,20.593995589030012,0.7077073957763531,0.5196063084963134,0,-0.6026612310487647,1.3332491998475422
AZUWU,t,104,54.11538461538461,34.48352603348172,0.4423076923076923,0.2115384615384615,66.71153846153847,113.2403846153846,-46.52884615384615,3.7115384615384617,0.1634615384615384,0.0192307692307692,0.1956521739130435,0.2560975609756097,0.2884615384615384,0.1304347826086956,0.3292682926829268,0.1818181818181818,0.1153846153846153,0.782608695652174,0.0434782608695652,1.5480769230769231,0.1634615384615384,0.4807692307692308,0.4615384615384615,0.4423076923076923,0.0,1973.165485882537,154.00845882632458,602.9905085272361,128.1601877057149,0.9982502951527674,0.0898314715235036,7073.379303691359,1054.892247127699,423.3077051196937,95.3755176960846,0.4238713410999998,0.1412346231777836,0.2455326211614648,0.0681815413665707,0.651756266663883,0.0503241212489401,29.000951361949404,0.770228391593041,0.6564877773187352,3,3.9951715107281114,-3.1878327353118436
AlekS,t,52,49.94230769230769,15.571913522131466,0.2692307692307692,0.0769230769230769,58.90384615384615,131.21153846153845,-72.3076923076923,3.1153846153846154,0.173076923076923,0.0,0.3571428571428571,0.125,0.2115384615384615,0.0714285714285714,0.1875,0.1,0.0384615384615384,0.6428571428571429,0.0,2.076923076923077,0.4230769230769231,0.5961538461538461,0.5769230769230769,0.4423076923076923,0.0384615384615384,2134.907043725505,233.19936603967653,463.6246426246859,86.75936820614442,0.9748139196535708,0.1182734408007167,7207.398105340854,1173.391424595424,352.3829893799845,102.66041653530684,0.388269953892726,0.0875138622796216,0.188643345997092,0.0685531981977299,0.6176919420251404,0.0258554038890464,29.46679081863012,0.3182767428418445,0.3362645463019306,3,0.8788253621055114,-6.662966661353743
Aleksib,t,154,53.896103896103895,20.851945937592756,0.435064935064935,0.3051948051948052,66.02597402597402,99.27272727272728,-33.246753246753244,4.214285714285714,0.2077922077922078,0.0649350649350649,0.2985074626865671,0.2616822429906542,0.3116883116883117,0.1044776119402985,0.1588785046728972,0.2916666666666667,0.0974025974025974,0.6268656716417911,0.0,3.2532467532467533,0.3051948051948052,1.077922077922078,1.155844155844156,0.6883116883116883,0.0259740259740259,2093.6246045789967,125.26160839727774,536.7061173985508,105.17816248908464,0.9311733206046978,0.075421762963339,9466.55897191241,1855.499699234363,419.0522386965167,81.72079836291853,0.3403978395513829,0.0584040659458125,0.1602120948216738,0.0626669114409515,0.5507505739892308,0.0615338797125459,21.22606584193661,0.668933704105979,0.5390248371741009,0,-2.8035154666394964,0.8727555629766959
BELCHONOKK,t,187,54.41176470588236,28.14305755869269,0.4598930481283422,0.2245989304812834,69.48663101604278,108.11764705882354,-38.63101604278075,6.18716577540107,0.1283422459893048,0.0427807486631016,0.3720930232558139,0.2137931034482758,0.3368983957219251,0.1046511627906976,0.0827586206896551,0.4285714285714285,0.0855614973262032,0.686046511627907,0.0232558139534883,1.893048128342246,0.1978609625668449,0.6631016042780749,0.6096256684491979,0.4224598930481283,0.0,2120.9141757386683,109.70702286831828,598.498905209946,119.4338899738262,1.0195255118219906,0.1207032037239806,8818.796882466526,1520.9183718819377,406.76201762562914,109.19089099221492,0.3594232738589344,0.0596632008450936,0.1597775838203488,0.0311119740376694,0.5998515261040244,0.0527024765747526,17.273361004099026,0.5752743595672504,0.4304164849189069,0,-0.7891795124001381,-0.7705066756693314
Bart4k,t,105,61.457142857142856,21.589413786195703,0.5142857142857142,0.2,73.85714285714286,112.34285714285714,-38.48571428571429,4.057142857142857,0.1142857142857142,0.0,0.3148148148148148,0.25,0.3619047619047619,0.1296296296296296,0.1428571428571428,0.3684210526315789,0.1047619047619047,0.7592592592592593,0.0,1.5333333333333334,0.1714285714285714,0.3809523809523809,0.5428571428571428,0.4285714285714285,0.0095238095238095,2002.5242859237037,89.38133442054033,592.8301165853564,123.40327190301144,1.0327006081878545,0.1445820104224023,8159.40128302454,1424.8735544019185,419.0505057029024,107.19878916322142,0.4376836682262564,0.0790203605625664,0.198911206632593,0.0601125679441954,0.6075505364790871,0.0556528322937943,15.869217807376588,0.5351554065611199,0.4579378024515472,3,2.1801098069225078,-1.8410357370604045
Boombl4,t,137,50.8029197080292,23.35847688218696,0.364963503649635,0.1824817518248175,59.00729927007299,114.05839416058394,-55.05109489051095,2.934306569343066,0.2262773722627737,0.0145985401459854,0.3,0.3482142857142857,0.3941605839416058,0.12,0.2142857142857142,0.2,0.0656934306569343,0.76,0.0,2.554744525547445,0.3138686131386861,0.6715328467153284,0.8540145985401459,0.7153284671532847,0.0,2017.5884937133585,90.90518990289466,518.8405515434608,115.22544475471608,0.9426896012130938,0.0485225778112605,8710.705623479624,2228.214727694723,392.83959598033937,75.10842737066676,0.4188775004065946,0.078575642028908,0.2027874201612526,0.0540411895980337,0.559780605435973,0.0747532603947085,20.18823815719935,0.4646742843306868,0.4358429281512811,0,0.5149255066703234,-1.7675817199598554
Bymas,t,104,60.02884615384615,45.01477488557968,0.5,0.2019230769230769,74.91346153846153,110.2403846153846,-35.32692307692308,1.8653846153846156,0.1538461538461538,0.0,0.2884615384615384,0.1927710843373494,0.2980769230769231,0.0961538461538461,0.1204819277108433,0.3333333333333333,0.1057692307692307,0.7307692307692307,0.0384615384615384,1.7403846153846154,0.1538461538461538,0.6442307692307693,0.5769230769230769,0.3653846153846153,0.0,2040.728434329548,140.22111058672843,576.5630430525898,127.74045963822913,0.9711562270385474,0.053070917117911,7649.895116273712,910.4295966453852,386.3157422322528,83.56134805982539,0.390037475086927,0.1262384675490767,0.185778153699231,0.0723808442467419,0.6178355972329193,0.0393883367511532,19.439083133845703,1.1243426962831211,0.8088362374828526,3,1.1057352638130526,-1.7645416261111022
C4LLM3SU3,t,64,63.96875,13.3544177747022,0.640625,0.328125,82.21875,95.1875,-12.96875,2.796875,0.234375,0.03125,0.2439024390243902,0.3488372093023256,0.390625,0.048780487804878,0.1395348837209302,0.25,0.15625,0.8780487804878049,0.024390243902439,1.84375,0.21875,0.53125,0.6875,0.40625,0.0,2086.2166079633625,124.16071409538226,585.1953789271203,52.948854992994,1.0538266337942457,0.0744039921318451,8221.067360319379,1912.20453342262,401.6819751750492,57.15511935753516,0.4170163675046802,0.1388868776156053,0.2156141774498987,0.0493293656237762,0.5982699944174849,0.0881323993295169,13.021624886663618,0.4216829697102779,0.3807590744168139,4,-0.051906400696239745,0.18427993763539613
