,importance
awp_kill_share,0.18853553391003744
rifle_kill_share,0.16016912093356378
he_grenades_per_round,0.12097610556340724
first_contact_rate,0.10293863027712781
flash_assists_per_round,0.05847523573035789
relative_team_centroid_distance,0.040733789555991676
opening_death_rate,0.03434049305615949
flashbangs_per_round,0.032074010666353
avg_distance_to_team_centroid,0.03139258286044169
util_damage_per_round,0.02858350478078636
time_near_enemy_rate,0.027180879389075027
fire_nades_per_round,0.02209753387816882
relative_team_centroid_distance_std,0.017106623000720758
first_contact_rate_std,0.015296829728271382
damage_taken_per_round,0.014546339057234535
survival_rate,0.013761595647035808
avg_distance_to_closest_teammate,0.009267831599349994
trade_kill_rate,0.008382359330757993
avg_distance_to_team_centroid_std,0.008205882597656946
avg_distance_to_enemy,0.0076125813252111195
time_near_enemy_rate_std,0.007264474498517042
opening_duel_success,0.006314628438609309
trade_participation,0.0061578412753462665
avg_distance_to_closest_teammate_std,0.004737255018452259
opening_kill_rate,0.004435765477843056
damage_diff_per_round,0.0037010564473841517
time_stationary_rate_std,0.002736537025322115
avg_distance_to_enemy_std,0.0022123045675462062
avg_distance_moved_per_round,0.0022078419064012183
decoys_per_round,0.0022031363392314806
death_traded_rate,0.0020944030293452206
damage_per_round,0.0019764133139628126
time_stationary_rate,0.0017059529583407266
smokes_per_round,0.0014667452295202394
adr_std,0.0013589175170218716
rounds_played,0.00125745582163038
rating_std,0.0012510310415400792
assists_per_round,0.0011568060262386005
grenades_per_round,0.0010262765167177031
avg_distance_moved_per_round_std,0.0009524384209417034
impact_std,0.0008022501542123872
multi_kill_rate,0.0007470701865521446
kast_std,0.0005559359016143144
