,importance
awp_kill_share,0.06463785200735955
first_contact_rate,0.06306884028140619
trade_participation,0.05769805795503252
flashbangs_per_round,0.04755090481139291
rifle_kill_share,0.045505423655276364
grenades_per_round,0.04324099745041087
avg_distance_to_closest_teammate,0.042812589927732854
relative_team_centroid_distance,0.0409153496603442
he_grenades_per_round,0.04046104334344475
smokes_per_round,0.0403279103088845
trade_kill_rate,0.039036086348103495
death_traded_rate,0.037637920589805314
avg_distance_to_team_centroid,0.037484090135292435
time_near_enemy_rate,0.033439669959719746
flash_assists_per_round,0.032935528878648444
damage_taken_per_round,0.028959201306356746
damage_diff_per_round,0.02637766227519843
survival_rate,0.026261922818802696
rating_std,0.01624942605603696
time_stationary_rate,0.016228268045953648
damage_per_round,0.01608679298149248
fire_nades_per_round,0.014535461789006774
first_contact_rate_std,0.01441901740595329
adr_std,0.013762929868439694
opening_duel_success,0.013563316085289052
avg_distance_moved_per_round,0.01345149649441091
opening_death_rate,0.01236613370998392
opening_kill_rate,0.012176122219666782
rounds_played,0.012146875804924939
relative_team_centroid_distance_std,0.011813181982849768
avg_distance_to_enemy,0.010847596310610332
impact_std,0.010306133132924621
util_damage_per_round,0.008028421002972422
multi_kill_rate,0.007518064613707238
avg_distance_to_team_centroid_std,0.007278604433191943
time_stationary_rate_std,0.007056138871055019
assists_per_round,0.006625939829809283
avg_distance_to_closest_teammate_std,0.005981399726779666
avg_distance_to_enemy_std,0.005237135420526815
kast_std,0.0049420203503730345
time_near_enemy_rate_std,0.004814112963010045
avg_distance_moved_per_round_std,0.0042401207437581055
decoys_per_round,0.0019742384440612033
player_page,0.0
