,importance
awp_kill_share,0.10453501256786003
first_contact_received_rate,0.06833309613674551
rifle_kill_share,0.05850340363563619
opening_kill_rate,0.05613248197758033
avg_distance_to_closest_teammate,0.05339425941103853
relative_team_centroid_distance,0.05308146470321606
opening_death_rate,0.05206450042112523
he_grenades_per_round,0.04880496705699475
flashbangs_per_round,0.04450304692404673
avg_distance_to_team_centroid,0.04210598936770462
flash_assists_per_round,0.04141796042640057
smokes_per_round,0.03191562875286719
time_near_enemy_rate,0.031742620445929313
opening_duel_success,0.027864610654166497
kpr,0.0273319667612835
damage_per_round,0.027118422991948395
multi_kill_rate,0.016423189883174764
survival_rate,0.016003743389155795
damage_taken_per_round,0.015197806126047111
adr_std,0.014808824549195122
relative_team_centroid_distance_std,0.014660865840294978
avg_distance_to_closest_teammate_std,0.014404888131550714
impact_std,0.013865966413072838
first_contact_rate,0.012730878802743801
rating_std,0.012668599355385963
avg_distance_to_enemy,0.012032044123731963
avg_distance_to_team_centroid_std,0.011641725947058036
time_stationary_rate,0.011041413635223086
trade_kill_rate,0.009787276878463681
fire_nades_per_round,0.009741147953505495
avg_distance_moved_per_round,0.007427339350198999
util_damage_per_round,0.006353137949579802
time_near_enemy_rate_std,0.0061077362667309775
avg_distance_to_enemy_std,0.005832604743039539
time_stationary_rate_std,0.005214078747658445
assists_per_round,0.004044834284300712
kast_std,0.003689953050126944
avg_distance_moved_per_round_std,0.0031760763098613886
decoys_per_round,0.0022718464513821496
death_traded_rate,0.002024589583974228
player_page,0.0
