,importance
awp_kill_share,0.20075448937031137
he_grenades_per_round,0.1469189177885097
rifle_kill_share,0.1392920831564405
time_near_enemy_rate,0.07666277915887497
opening_death_rate,0.07207032738607791
flash_assists_per_round,0.049005709703254005
flashbangs_per_round,0.040842876868667714
first_contact_received_rate,0.03449065260053448
relative_team_centroid_distance,0.03160225016745898
damage_taken_per_round,0.031435778205039906
util_damage_per_round,0.02860539400056393
survival_rate,0.02431199703675269
fire_nades_per_round,0.022335193826621885
avg_distance_to_team_centroid,0.01543303177685598
avg_distance_to_enemy,0.011712351312218188
avg_distance_to_closest_teammate_std,0.011474290257900381
relative_team_centroid_distance_std,0.010108586438416778
avg_distance_to_closest_teammate,0.007981970810348248
opening_duel_success,0.0068990214348472155
avg_distance_to_team_centroid_std,0.0059129759588359395
death_traded_rate,0.005261589051166419
time_stationary_rate_std,0.004157802750453266
opening_kill_rate,0.002549278308583459
first_contact_rate,0.002501350938751142
avg_distance_moved_per_round,0.002320273643574001
impact_std,0.0020815226943896635
smokes_per_round,0.0016942044497252416
damage_per_round,0.0016792923693735814
rating_std,0.001659872097252777
time_stationary_rate,0.0014982774226899624
trade_kill_rate,0.0012137740557790168
avg_distance_to_enemy_std,0.00111756620922682
kast_std,0.0010930805206791324
kpr,0.001052082649926993
assists_per_round,0.0007972456693234257
time_near_enemy_rate_std,0.0006893701754607131
multi_kill_rate,0.00035945405240088766
decoys_per_round,0.0002751064471754992
avg_distance_moved_per_round_std,0.00014817923553719006
adr_std,0.0
player_page,0.0
