,importance
awp_kill_share,0.09814249934852119
opening_kill_rate,0.06865173229554225
first_contact_received_rate,0.06318898120865399
rifle_kill_share,0.062077451906169714
opening_death_rate,0.05263543087336707
relative_team_centroid_distance,0.050868161989335005
avg_distance_to_closest_teammate,0.04998486282607976
he_grenades_per_round,0.04868426846047139
avg_distance_to_team_centroid,0.047519244985315436
flashbangs_per_round,0.04666151633720246
flash_assists_per_round,0.03626335298402057
damage_per_round,0.03498980616400286
time_near_enemy_rate,0.028701583303456388
opening_duel_success,0.027791708099006072
smokes_per_round,0.026314084144766957
kpr,0.02511540402759124
multi_kill_rate,0.0173834223544386
avg_distance_to_closest_teammate_std,0.01643182285618554
impact_std,0.015194924331357905
first_contact_rate,0.014908805364414062
adr_std,0.014769756143576993
relative_team_centroid_distance_std,0.014698311736480235
damage_taken_per_round,0.013532664869197034
avg_distance_to_enemy,0.013005236775017368
survival_rate,0.012561389175070492
avg_distance_to_team_centroid_std,0.012560927987100443
time_stationary_rate,0.01255078412283486
rating_std,0.01163993088137547
trade_kill_rate,0.00926556307320339
util_damage_per_round,0.00837521236661066
avg_distance_moved_per_round,0.00816565806236688
fire_nades_per_round,0.00788757307791879
time_stationary_rate_std,0.006531540610224096
avg_distance_to_enemy_std,0.0055779700208670865
time_near_enemy_rate_std,0.00406346864738161
assists_per_round,0.0035209718905962017
avg_distance_moved_per_round_std,0.0029815674039938554
kast_std,0.0026443420145987034
death_traded_rate,0.0023632741331680155
decoys_per_round,0.0017947931485193134
player_page,0.0
