,importance
rifle_kill_share,0.2018658260159934
awp_kill_share,0.1818039582519544
time_near_enemy_rate,0.1419482662461255
first_contact_rate,0.11557131230383141
damage_diff_per_round,0.051638987691184725
fire_nades_per_round,0.045429462654035524
survival_rate,0.02687695507320957
avg_distance_to_team_centroid_std,0.02616595777078268
time_stationary_rate,0.024749517236398625
damage_per_round,0.0195345308177293
assists_per_round,0.015662938284799043
avg_distance_to_enemy_std,0.015525760595310656
grenades_per_round,0.014741082548034546
smokes_per_round,0.013728073191642518
avg_distance_to_enemy,0.013415947596803797
he_grenades_per_round,0.012361507753797716
damage_taken_per_round,0.012243808674203532
opening_duel_success,0.008462639364711654
avg_distance_to_closest_teammate_std,0.0070604119820974875
relative_team_centroid_distance,0.006924175056761294
avg_distance_to_team_centroid,0.00554449800036873
avg_distance_moved_per_round,0.005512985904638113
relative_team_centroid_distance_std,0.004650534140159982
flash_assists_per_round,0.004323706041776383
first_contact_rate_std,0.0040137384884463
util_damage_per_round,0.0027141639799532456
time_near_enemy_rate_std,0.00210656198094944
rounds_played,0.0021060716475556703
opening_kill_rate,0.0017675865419421273
flashbangs_per_round,0.0017379057674642723
impact_std,0.00160300908573181
rating_std,0.0015309466852091037
avg_distance_to_closest_teammate,0.0011039487459697486
multi_kill_rate,0.0010203638674698046
adr_std,0.0008542088167448807
avg_distance_moved_per_round_std,0.0008425567574786094
kast_std,0.0008201233923616322
time_stationary_rate_std,0.000656792706216073
opening_death_rate,0.0005750280186756628
trade_kill_rate,0.00034043441938178773
death_traded_rate,0.00033706477544811326
trade_participation,0.00012665112665112663
decoys_per_round,0.0
player_page,0.0
