player_name,side,rounds_played,demo_count,adr,adr_std,kpr,survival_rate,damage_per_round,damage_taken_per_round,damage_diff_per_round,util_damage_per_round,assists_per_round,flash_assists_per_round,trade_kill_rate,death_traded_rate,trade_participation,opening_kill_rate,opening_death_rate,opening_duel_attempt_rate,opening_duel_success,multi_kill_rate,rifle_kill_share,awp_kill_share,grenades_per_round,he_grenades_per_round,flashbangs_per_round,smokes_per_round,fire_nades_per_round,decoys_per_round,avg_distance_to_enemy,avg_distance_to_enemy_std,avg_distance_to_team_centroid,avg_distance_to_team_centroid_std,relative_team_centroid_distance,relative_team_centroid_distance_std,avg_distance_moved_per_round,avg_distance_moved_per_round_std,avg_distance_to_closest_teammate,avg_distance_to_closest_teammate_std,time_near_enemy_rate,time_near_enemy_rate_std,first_contact_rate,first_contact_received_rate,first_contact_participation_rate,time_stationary_rate,time_stationary_rate_std,kast_std,impact_std,rating_std,cluster,pc1,pc2
c4llm3su3,ct,110,13,65.03636363636363,30.07284826780589,0.6454545454545455,0.4545454545454545,82.10909090909091,76.18181818181819,5.927272727272728,4.836363636363636,0.1272727272727272,0.0181818181818181,0.2253521126760563,0.1666666666666666,0.2363636363636363,0.0636363636363636,0.0545454545454545,0.1181818181818181,0.5384615384615384,0.1363636363636363,0.5774647887323944,0.0,1.9,0.3909090909090909,0.4727272727272727,0.5363636363636364,0.5,0.0,2167.88709935626,134.40869846016025,838.3704553036988,176.90995736343237,1.0555104256891603,0.108525418003449,8868.144559388913,1204.613273347264,576.275487780323,90.14314807270216,0.3032285608907144,0.0911994720678144,0.0727272727272727,0.0454545454545454,0.1181818181818181,0.5833035999434203,0.0491702416211673,12.045216311728394,0.7579162331873655,0.4548147610284342,1,0.39046406491157065,4.066551610400995
chr1zn,ct,146,15,68.0958904109589,15.270761231256056,0.5821917808219178,0.3287671232876712,82.17808219178082,101.0068493150685,-18.828767123287676,8.342465753424657,0.1575342465753424,0.0,0.2352941176470588,0.2448979591836734,0.3013698630136986,0.1027397260273972,0.1506849315068493,0.2534246575342466,0.4054054054054054,0.136986301369863,0.6235294117647059,0.0,2.636986301369863,0.5068493150684932,0.541095890410959,0.9178082191780822,0.6712328767123288,0.0,2065.2174878168903,167.78540790562545,884.2875534368467,229.9802650543116,1.094395545822912,0.1315758543698106,9272.19744250631,1503.5231216775685,634.8690514665656,140.06116072619935,0.3450566561768962,0.1075264655802129,0.1027397260273972,0.1575342465753424,0.2602739726027397,0.5704342854385978,0.0583584590747849,15.709734550588458,0.4025408412700977,0.3370680801891973,1,-4.902239138879797,2.9918336899383116
cmtry,ct,294,26,67.69727891156462,18.911883986865032,0.6666666666666666,0.4591836734693877,102.9795918367347,77.3843537414966,25.59523809523809,4.306122448979592,0.2006802721088435,0.0612244897959183,0.2142857142857142,0.2264150943396226,0.2653061224489796,0.1292517006802721,0.0782312925170068,0.2074829931972789,0.6229508196721312,0.1496598639455782,0.2040816326530612,0.576530612244898,2.2108843537414966,0.4557823129251701,0.6462585034013606,0.608843537414966,0.5,0.0,2160.070265376852,113.7057798809276,715.4263252243821,65.48624701413799,1.011375384006667,0.0770371080876529,8464.269316784808,1377.4494336888106,554.5683727180652,71.9850558874746,0.2551329715115574,0.0587903538762019,0.1394557823129251,0.0952380952380952,0.2346938775510204,0.6287828608696767,0.0476794973536397,12.990044040670602,0.4292016849518758,0.3178156804737423,3,4.360153260380612,1.924882778831048
cobrazera,ct,418,36,74.69856459330144,21.630274124454598,0.7200956937799043,0.3995215311004784,98.30143540669856,87.67942583732058,10.62200956937799,4.279904306220096,0.2033492822966507,0.0239234449760765,0.2225913621262458,0.2709163346613545,0.3229665071770335,0.1124401913875598,0.0861244019138756,0.1985645933014354,0.5662650602409639,0.1698564593301435,0.6976744186046512,0.0531561461794019,2.088516746411483,0.4784688995215311,0.4354066985645933,0.6507177033492823,0.5239234449760766,0.0,2054.826837570861,163.10689076730597,791.6738967161805,198.0606072287152,1.0078512981688896,0.1524902379833153,9027.063345474164,1293.971519271977,560.2585215085404,123.93905274917292,0.3670020425882284,0.0975171451353399,0.1028708133971291,0.0956937799043062,0.1985645933014354,0.5757747335139151,0.0556363241728702,12.298183222800256,0.6007843089454348,0.4286255116926637,1,-1.6988718037116435,1.1251399139621434
d1ledez,ct,238,23,72.7016806722689,22.658329067407468,0.6596638655462185,0.4201680672268907,91.9327731092437,85.84873949579831,6.084033613445378,2.474789915966386,0.2394957983193277,0.0378151260504201,0.2292993630573248,0.2898550724637681,0.3193277310924369,0.0798319327731092,0.042016806722689,0.1218487394957983,0.6551724137931034,0.1680672268907563,0.802547770700637,0.0,2.46218487394958,0.6134453781512605,0.453781512605042,0.7478991596638656,0.6470588235294118,0.0,2081.742718407198,153.60219132053635,782.1266022814399,272.184536981277,1.0343731305553616,0.1731956047686479,8264.104787973825,1205.750564358185,537.3719611329042,130.5181228687011,0.3251489234379497,0.0889225243089464,0.0966386554621848,0.0336134453781512,0.1302521008403361,0.5794016733194746,0.0532345451319182,13.18759653370678,0.5868694512921657,0.4242374511766114,1,-2.3833101048741225,2.4129094953669057
dav1g,ct,141,13,78.7872340425532,26.85916327903433,0.6666666666666666,0.4113475177304964,94.1418439716312,87.31914893617021,6.822695035460993,2.48936170212766,0.2978723404255319,0.0425531914893617,0.2127659574468085,0.3493975903614458,0.3475177304964539,0.0780141843971631,0.0992907801418439,0.1773049645390071,0.44,0.1773049645390071,0.6595744680851063,0.0106382978723404,2.24822695035461,0.3546099290780142,0.6453900709219859,0.7304964539007093,0.5177304964539007,0.0,1930.354654470184,142.89688405608442,649.3069522634266,195.2241604189065,0.9272369450607446,0.1427789574968384,8810.242505493785,1269.504658929099,512.2951555279382,99.165889666144,0.4084800688031785,0.1035788386324775,0.1134751773049645,0.0638297872340425,0.1773049645390071,0.6006836365284033,0.0537193823727226,9.82868428683965,0.5403224713933605,0.4027021907165299,2,-2.5234493425724254,-0.5806522354044211
dem0n,ct,294,26,73.20748299319727,20.41946085544141,0.6802721088435374,0.391156462585034,94.46938775510203,85.74149659863946,8.727891156462585,3.4829931972789114,0.1564625850340136,0.0170068027210884,0.23,0.2513966480446927,0.3095238095238095,0.0850340136054421,0.0816326530612244,0.1666666666666666,0.5102040816326531,0.1700680272108843,0.825,0.0,2.023809523809524,0.5306122448979592,0.391156462585034,0.5782312925170068,0.5238095238095238,0.0,2104.264699264336,148.65113864545714,736.5851926552358,153.86762897357713,1.0172853792617418,0.141928875063353,8959.46162552979,1007.8188823170358,511.3153368465106,116.96019398119104,0.3237220501680075,0.0672144658187332,0.0884353741496598,0.0544217687074829,0.1428571428571428,0.5662398803203735,0.0404092999541407,12.631809811373982,0.517517248052034,0.3269128788244184,1,-0.9448574282199008,2.2948868252219694
dgt,ct,327,33,83.24159021406727,25.89903213695824,0.7889908256880734,0.4709480122324159,103.21406727828746,85.43119266055047,17.782874617737004,7.409785932721713,0.2415902140672783,0.036697247706422,0.2480620155038759,0.3179190751445087,0.363914373088685,0.1529051987767584,0.0581039755351682,0.2110091743119266,0.7246376811594203,0.1957186544342507,0.8410852713178295,0.003875968992248,2.159021406727829,0.6452599388379205,0.4250764525993883,0.5596330275229358,0.5290519877675841,0.0,2040.6417965482392,149.5433749367274,583.5631952669579,75.85806442072557,0.8408443787152393,0.1226576333884196,9382.52295642652,1500.6962858044133,495.28453884894185,75.48985342046235,0.3085603201705635,0.0825872965076699,0.1437308868501529,0.1131498470948012,0.2568807339449541,0.5452535721220073,0.0548791972836522,11.809417709687343,0.6684542743003482,0.4602906442497884,0,0.6433160108025543,-3.6400418077634096
donk,ct,364,33,102.52472527472528,27.654686184270624,1.0357142857142858,0.4065934065934066,134.01923076923077,86.6456043956044,47.37362637362637,4.343406593406593,0.260989010989011,0.0082417582417582,0.2015915119363395,0.3009259259259259,0.3873626373626374,0.206043956043956,0.0549450549450549,0.260989010989011,0.7894736842105263,0.2912087912087912,0.8037135278514589,0.013262599469496,2.25,0.75,0.3928571428571428,0.5879120879120879,0.510989010989011,0.0082417582417582,1946.2299597598865,111.62947231929078,679.0239223968484,169.80596787675165,0.922633205143532,0.1248921179702656,9665.011320663169,1089.8932570598463,491.7564868358449,63.23044287514391,0.3326264984551061,0.0741366996548797,0.1813186813186813,0.0906593406593406,0.2719780219780219,0.5458374384492967,0.0364308201314834,9.248482520987997,0.7449450816000635,0.4706358061670568,0,2.19335895004743,-5.608029347048032
dumau,ct,447,45,87.63982102908277,25.206202848754167,0.756152125279642,0.4026845637583892,105.92841163310962,88.77852348993288,17.149888143176735,9.393736017897092,0.2774049217002237,0.0402684563758389,0.1715976331360946,0.2734082397003745,0.2930648769574944,0.1364653243847874,0.1006711409395973,0.2371364653243848,0.5754716981132075,0.1991051454138702,0.7662721893491125,0.0029585798816568,2.8165548098434003,0.7472035794183445,0.6733780760626398,0.7002237136465325,0.6957494407158836,0.0,2035.0925158408284,177.24599379088602,700.3124338478543,163.04663069407218,0.923198246082342,0.1116829609498706,9152.717995619623,1462.6096723838923,513.5812921660356,93.45026384799397,0.3677877940111831,0.1123591966887908,0.1342281879194631,0.0827740492170022,0.2170022371364653,0.5904503440223511,0.0510867129213775,11.982894395308012,0.6379359053065708,0.3959817739102982,0,-2.106299029813339,-2.7207477297400176
