side,method,name,k,noise_pct,silhouette,davies_bouldin,stability_mean,stability_std,noise_assignment_stability_mean,noise_assignment_stability_std,composite_score,gt_ari,gt_accuracy,gt_matched_n,gt_match_rate,gt_side_ari,gt_side_accuracy,gt_side_balanced_accuracy,gt_side_macro_f1,gt_side_baseline_accuracy,gt_general_ari,gt_general_accuracy,gt_general_balanced_accuracy,gt_general_macro_f1,gt_general_baseline_accuracy,gt_igl_ari,gt_igl_accuracy,gt_igl_balanced_accuracy,gt_igl_macro_f1,gt_igl_baseline_accuracy
ct,hdbscan,hdbscan_mcs6_ms5,2,0.276,0.2419785296323786,1.3979756562246632,0.9028332279001186,0.035448441913484,0.9698692810457517,0.0112408800328163,0.5271490086331375,,,,,,,,,,,,,,,,,,,
ct,hdbscan,hdbscan_mcs8_ms5,2,0.276,0.2419785296323786,1.3979756562246632,0.9028332279001186,0.035448441913484,0.9698692810457517,0.0112408800328163,0.5271490086331375,,,,,,,,,,,,,,,,,,,
ct,hdbscan,hdbscan_mcs15_ms5,2,0.276,0.2419785296323786,1.3979756562246632,0.9029063447009568,0.0356195209999573,0.9698950287185584,0.0112945751074535,0.5271098237188835,,,,,,,,,,,,,,,,,,,
ct,hdbscan,hdbscan_mcs10_ms6,2,0.2969,0.2474291125978205,1.3893048789733702,0.8841508172928987,0.0357577575114148,0.9634640522875816,0.0112104364817869,0.5220352229461669,,,,,,,,,,,,,,,,,,,
ct,hdbscan,hdbscan_mcs12_ms6,2,0.2969,0.2474291125978205,1.3893048789733702,0.8841508172928987,0.0357577575114148,0.9634640522875816,0.0112104364817869,0.5220352229461669,,,,,,,,,,,,,,,,,,,
ct,hdbscan,hdbscan_mcs2_ms6,2,0.2969,0.2474291125978205,1.3893048789733702,0.8841508172928987,0.0357577575114148,0.9634640522875816,0.0112104364817869,0.5220352229461669,,,,,,,,,,,,,,,,,,,
ct,hdbscan,hdbscan_mcs3_ms6,2,0.2969,0.2474291125978205,1.3893048789733702,0.8841508172928987,0.0357577575114148,0.9634640522875816,0.0112104364817869,0.5220352229461669,,,,,,,,,,,,,,,,,,,
ct,hdbscan,hdbscan_mcs4_ms6,2,0.2969,0.2474291125978205,1.3893048789733702,0.8841508172928987,0.0357577575114148,0.9634640522875816,0.0112104364817869,0.5220352229461669,,,,,,,,,,,,,,,,,,,
ct,hdbscan,hdbscan_mcs5_ms6,2,0.2969,0.2474291125978205,1.3893048789733702,0.8841508172928987,0.0357577575114148,0.9634640522875816,0.0112104364817869,0.5220352229461669,,,,,,,,,,,,,,,,,,,
ct,hdbscan,hdbscan_mcs6_ms6,2,0.2969,0.2474291125978205,1.3893048789733702,0.8841508172928987,0.0357577575114148,0.9634640522875816,0.0112104364817869,0.5220352229461669,,,,,,,,,,,,,,,,,,,
ct,hdbscan,hdbscan_mcs8_ms6,2,0.2969,0.2474291125978205,1.3893048789733702,0.8841508172928987,0.0357577575114148,0.9634640522875816,0.0112104364817869,0.5220352229461669,,,,,,,,,,,,,,,,,,,
ct,hdbscan,hdbscan_mcs15_ms6,2,0.2969,0.2474291125978205,1.3893048789733702,0.8835759124262911,0.0354750755764872,0.963293061332277,0.0111364055523149,0.521918333773495,,,,,,,,,,,,,,,,,,,
ct,hdbscan,hdbscan_mcs4_ms1,2,0.1667,0.2216850563487077,1.4973833921310291,0.9385693339349848,0.0958113811988097,0.9811764705882352,0.0254025642991398,0.5058610228145312,,,,,,,,,,,,,,,,,,,
ct,kmeans,kmeans_k3,3,0.0,0.1489640791451261,2.195252577166709,0.9804666891559708,0.0270582501603213,,,0.5035418681240867,0.5839923222796415,0.7812,128.0,0.6666666666666666,0.5839923222796415,0.7812,0.6904481132075472,0.6425925925925926,0.4140625,0.3397512834632353,0.5781,0.5569230769230769,0.44730151520067485,0.234375,-0.024439472611346436,0.7969,0.5,0.4434782608695652,0.796875
ct,hdbscan,hdbscan_mcs2_ms2,2,0.2135,0.2295846956630628,1.4486771125780316,0.9116575665659984,0.137733022029717,0.972875816993464,0.0432596303390396,0.4830804508354657,,,,,,,,,,,,,,,,,,,
ct,hdbscan,hdbscan_mcs2_ms1,2,0.1667,0.2216850563487077,1.4973833921310291,0.8562831036279255,0.2132916178886886,0.9677124183006536,0.0364354317866332,0.4259544360157559,,,,,,,,,,,,,,,,,,,
ct,kmeans,kmeans_k4,4,0.0,0.1501385274639535,1.6974481565774924,0.8485123640909272,0.1381023414394877,,,0.4183635697723781,0.5839923222796415,0.7812,128.0,0.6666666666666666,0.5839923222796415,0.7812,0.6904481132075472,0.6425925925925926,0.4140625,0.3397512834632353,0.5781,0.5569230769230769,0.44730151520067485,0.234375,-0.024439472611346436,0.7969,0.5,0.4434782608695652,0.796875
ct,gmm,gmm_k3,3,0.0,0.1489640791451261,2.195252577166709,0.8557969458137391,0.1990661883955126,,,0.3848707954931175,0.5839923222796415,0.7812,128.0,0.6666666666666666,0.5839923222796415,0.7812,0.6904481132075472,0.6425925925925926,0.4140625,0.3397512834632353,0.5781,0.5569230769230769,0.44730151520067485,0.234375,-0.024439472611346436,0.7969,0.5,0.4434782608695652,0.796875
ct,hdbscan,hdbscan_mcs3_ms1,4,0.2604,0.1139051248477963,1.5210956811816905,0.7420679999558062,0.1209658729990121,0.928235294117647,0.0317647058823529,0.3733334876142209,,,,,,,,,,,,,,,,,,,
ct,gmm,gmm_k4,4,0.0,0.1450752738631056,2.088170249873216,0.7076825101738319,0.1216782417460006,,,0.3571950857187379,0.5839923222796415,0.7812,128.0,0.6666666666666666,0.5839923222796415,0.7812,0.6904481132075472,0.6425925925925926,0.4140625,0.3397512834632353,0.5781,0.5569230769230769,0.44730151520067485,0.234375,-0.024439472611346436,0.7969,0.5,0.4434782608695652,0.796875
ct,kmeans,kmeans_k5,5,0.0,0.1298713836156585,1.9971514620703288,0.6147189125242147,0.0958499609264645,,,0.326226161756987,,,,,,,,,,,,,,,,,,,
ct,gmm,gmm_k5,5,0.0,0.1308014295856523,2.185217695158574,0.5978208014735357,0.0932629881105706,,,0.3169337539796442,,,,,,,,,,,,,,,,,,,
ct,kmeans,kmeans_k6,6,0.0,0.1200518118269007,2.0876828379257693,0.5676008420460799,0.0945462060961209,,,0.3020160712399922,,,,,,,,,,,,,,,,,,,
ct,gmm,gmm_k6,6,0.0,0.1210179373544791,2.1090369960747744,0.5256352616473192,0.086472026045596,,,0.2884010700490851,,,,,,,,,,,,,,,,,,,
ct,kmeans,kmeans_k7,7,0.0,0.1049473790259767,2.1566454160883155,0.5328633731591345,0.0837111522068991,,,0.2849982390628657,,,,,,,,,,,,,,,,,,,
ct,kmeans,kmeans_k8,8,0.0,0.098629472996734,2.1248793505461574,0.4989026917042152,0.0751044187804064,,,0.2729735693644316,,,,,,,,,,,,,,,,,,,
ct,gmm,gmm_k7,7,0.0,0.0971423905719462,2.342134154845976,0.458090782840466,0.0739086058868333,,,0.2523718293756983,,,,,,,,,,,,,,,,,,,
ct,gmm,gmm_k8,8,0.0,0.0942972555157358,1.975727781271372,0.4416776259132103,0.0821358775756965,,,0.2487460504468615,,,,,,,,,,,,,,,,,,,
