,importance
rifle_kill_share,0.07334982030706498
awp_kill_share,0.07031164060844192
trade_participation,0.062269985881418674
trade_kill_rate,0.054926798110557284
time_near_enemy_rate,0.05491728347648441
death_traded_rate,0.0510511899118439
avg_distance_to_enemy,0.04680993008634567
relative_team_centroid_distance,0.046167059837074004
avg_distance_to_team_centroid,0.039362552138280944
first_contact_rate,0.03872153770311835
damage_diff_per_round,0.035518264388987426
time_stationary_rate,0.032962567684152295
avg_distance_to_team_centroid_std,0.02863692137804269
avg_distance_to_closest_teammate,0.026792255388007325
assists_per_round,0.024807361113161685
damage_per_round,0.024550174266303598
multi_kill_rate,0.022681333158936594
avg_distance_moved_per_round,0.021356152478282747
grenades_per_round,0.02008213236186621
avg_distance_to_closest_teammate_std,0.019432215276597817
flashbangs_per_round,0.015774669454356103
fire_nades_per_round,0.015072578362812544
he_grenades_per_round,0.014065455991697597
util_damage_per_round,0.011858078145999608
avg_distance_to_enemy_std,0.011662960617932927
damage_taken_per_round,0.011498203488386873
survival_rate,0.011459568896275958
opening_duel_success,0.011435184707156812
smokes_per_round,0.011295822277760182
flash_assists_per_round,0.01093557353167373
first_contact_rate_std,0.00916773801546042
opening_kill_rate,0.008438260002712932
avg_distance_moved_per_round_std,0.007502874435979686
rounds_played,0.007181984860575678
rating_std,0.006954536402282296
relative_team_centroid_distance_std,0.006652357656257575
kast_std,0.0066136100153556905
impact_std,0.005582740390583302
time_stationary_rate_std,0.0054509928749444285
time_near_enemy_rate_std,0.005290852850130035
opening_death_rate,0.005290053953846665
adr_std,0.004824917537783883
decoys_per_round,0.0012838099750667566
player_page,0.0
