,importance
awp_kill_share,0.2354613656490379
rifle_kill_share,0.17666169441611396
time_near_enemy_rate,0.14065993975261804
time_stationary_rate,0.07341824192505465
fire_nades_per_round,0.06652395333343207
avg_distance_to_team_centroid_std,0.04082022515937038
survival_rate,0.03369381280332683
smokes_per_round,0.02500295865014987
he_grenades_per_round,0.024056038843968796
damage_per_round,0.022728561171032266
avg_distance_to_enemy_std,0.022443734296002976
damage_taken_per_round,0.020784581419836586
assists_per_round,0.016864063583823957
opening_duel_success,0.01076839218517973
opening_kill_rate,0.010441492645430128
avg_distance_to_enemy,0.009216622129615411
avg_distance_to_closest_teammate_std,0.008401156514443835
avg_distance_to_team_centroid,0.006604047922082276
flash_assists_per_round,0.006476258395508689
relative_team_centroid_distance_std,0.006452755925618221
first_contact_rate,0.006300348404160616
avg_distance_moved_per_round,0.005205238851682086
relative_team_centroid_distance,0.004853023501047351
util_damage_per_round,0.003603568028531593
impact_std,0.0033726630010082782
opening_death_rate,0.0024191166293798623
avg_distance_moved_per_round_std,0.0019278046265508574
trade_kill_rate,0.001927141751938582
time_near_enemy_rate_std,0.0017834458981789037
kpr,0.0017830854608357578
death_traded_rate,0.0017743426485345563
avg_distance_to_closest_teammate,0.0016535893958503065
flashbangs_per_round,0.0014398594041314593
rating_std,0.001317027318007028
multi_kill_rate,0.0010594893273205188
time_stationary_rate_std,0.0010407090113941034
kast_std,0.0004247388493283032
decoys_per_round,0.0002360153682262692
adr_std,0.00021380388585306664
first_contact_received_rate,0.00018509191639385557
player_page,0.0
