feature,importance
rifle_kill_share,0.12754813
damage_per_round,0.055043958
damage_diff_per_round,0.05237705
relative_team_centroid_distance,0.045048274
avg_distance_to_team_centroid,0.043397997
avg_distance_to_enemy,0.038307156
time_stationary_rate,0.038211655
avg_distance_to_closest_teammate,0.031724393
he_grenades_per_round,0.030141281
awp_kill_share,0.030127369
trade_kill_rate,0.03003181
grenades_per_round,0.029602887
avg_distance_to_closest_teammate_std,0.029362498
trade_participation,0.028169837
avg_distance_moved_per_round,0.02171789
first_contact_rate,0.021524357
kpr,0.019991
impact_std,0.01936239
opening_duel_success,0.018401299
adr,0.017526537
first_contact_rate_std,0.017480677
multi_kill_rate,0.016498907
adr_std,0.016005024
time_near_enemy_rate_std,0.0145093845
assists_per_round,0.0143636
death_traded_rate,0.014038531
avg_distance_to_team_centroid_std,0.0139438305
time_near_enemy_rate,0.0138371885
flash_assists_per_round,0.013468129
util_damage_per_round,0.01284718
kast_std,0.011648289
avg_distance_to_enemy_std,0.011459443
opening_kill_rate,0.011357492
opening_death_rate,0.011267043
flashbangs_per_round,0.010947233
survival_rate,0.010038473
rating_std,0.009142872
decoys_per_round,0.009093008
smokes_per_round,0.0076913065
damage_taken_per_round,0.00715146
avg_distance_moved_per_round_std,0.0071354667
relative_team_centroid_distance_std,0.0050920225
fire_nades_per_round,0.005080836
time_stationary_rate_std,0.0046143215
rounds_played,0.003670428
