feature,importance
rifle_kill_share,0.11897288
awp_kill_share,0.11834844
avg_distance_to_enemy,0.08806287
damage_per_round,0.07283922
grenades_per_round,0.04025014
avg_distance_to_closest_teammate,0.0397463
avg_distance_moved_per_round,0.028717669
smokes_per_round,0.028510785
time_stationary_rate,0.027525617
adr,0.023424102
relative_team_centroid_distance,0.022659041
first_contact_rate,0.022269348
avg_distance_to_team_centroid,0.020647064
opening_duel_success,0.020638522
opening_kill_rate,0.020079974
trade_kill_rate,0.019540384
relative_team_centroid_distance_std,0.017189607
kpr,0.016447963
kast_std,0.01582957
survival_rate,0.014669176
time_near_enemy_rate,0.0145828305
opening_death_rate,0.0138590215
time_near_enemy_rate_std,0.01334389
avg_distance_to_closest_teammate_std,0.012872351
first_contact_rate_std,0.012585249
decoys_per_round,0.012472329
avg_distance_moved_per_round_std,0.011678
avg_distance_to_team_centroid_std,0.011174058
damage_diff_per_round,0.011122719
trade_participation,0.01052897
he_grenades_per_round,0.009966254
avg_distance_to_enemy_std,0.009383784
flashbangs_per_round,0.00822707
damage_taken_per_round,0.007604912
fire_nades_per_round,0.007433727
util_damage_per_round,0.007363174
multi_kill_rate,0.007037808
death_traded_rate,0.006889834
flash_assists_per_round,0.0062733325
time_stationary_rate_std,0.0062420038
adr_std,0.005547573
rounds_played,0.0051892027
impact_std,0.00494644
assists_per_round,0.004359412
rating_std,0.0029474522
