feature,importance
awp_kill_share,0.13784966
first_contact_rate,0.07979792
rounds_played,0.05428063
he_grenades_per_round,0.04833462
rifle_kill_share,0.03743669
death_traded_rate,0.03649519
kpr,0.034543063
assists_per_round,0.03162566
rating_std,0.03142651
time_near_enemy_rate_std,0.030726314
avg_distance_moved_per_round_std,0.02615265
adr_std,0.02511779
opening_duel_success,0.02469918
avg_distance_to_team_centroid,0.023165537
fire_nades_per_round,0.023031462
opening_kill_rate,0.020146726
util_damage_per_round,0.01952885
avg_distance_to_enemy_std,0.019528084
relative_team_centroid_distance,0.01923196
trade_kill_rate,0.01883992
adr,0.01695619
relative_team_centroid_distance_std,0.016386213
trade_participation,0.016145263
time_stationary_rate,0.015552789
grenades_per_round,0.014467897
survival_rate,0.014339568
avg_distance_moved_per_round,0.013113126
opening_death_rate,0.01289649
avg_distance_to_enemy,0.012544077
first_contact_rate_std,0.012394339
damage_diff_per_round,0.012000532
kast_std,0.01198996
multi_kill_rate,0.011534773
smokes_per_round,0.009985567
flash_assists_per_round,0.009508713
damage_per_round,0.008292126
impact_std,0.0077179363
damage_taken_per_round,0.0074911886
flashbangs_per_round,0.006863842
time_stationary_rate_std,0.0067054853
avg_distance_to_closest_teammate,0.006258861
time_near_enemy_rate,0.004678494
avg_distance_to_team_centroid_std,0.003919232
avg_distance_to_closest_teammate_std,0.003474897
decoys_per_round,0.0028240166
