feature,importance
awp_kill_share,0.1174021
he_grenades_per_round,0.104902826
rounds_played,0.08395647
first_contact_rate,0.0787247
rifle_kill_share,0.06013952
trade_kill_rate,0.04560044
damage_per_round,0.03648062
survival_rate,0.03127292
impact_std,0.029565476
adr,0.02727049
rating_std,0.01900281
multi_kill_rate,0.018745296
avg_distance_to_enemy_std,0.017906502
avg_distance_to_team_centroid_std,0.01752814
avg_distance_moved_per_round,0.017121285
damage_diff_per_round,0.016174354
kast_std,0.015609977
util_damage_per_round,0.014641066
avg_distance_to_closest_teammate_std,0.014455487
avg_distance_to_team_centroid,0.013550841
opening_kill_rate,0.013507534
fire_nades_per_round,0.013232439
first_contact_rate_std,0.013119077
damage_taken_per_round,0.013013336
relative_team_centroid_distance,0.012652126
flash_assists_per_round,0.012606395
kpr,0.01176766
avg_distance_to_closest_teammate,0.011258513
trade_participation,0.01090844
time_stationary_rate,0.010424813
adr_std,0.010219638
opening_duel_success,0.00995241
death_traded_rate,0.008942193
avg_distance_to_enemy,0.0073919636
flashbangs_per_round,0.0072580534
time_near_enemy_rate,0.0069290474
smokes_per_round,0.0068307696
time_near_enemy_rate_std,0.0065323184
relative_team_centroid_distance_std,0.006367827
opening_death_rate,0.006246871
time_stationary_rate_std,0.006011892
grenades_per_round,0.0046556485
avg_distance_moved_per_round_std,0.0037613749
assists_per_round,0.003281152
decoys_per_round,0.0030771114
