feature,importance
awp_kill_share,0.17471114
trade_kill_rate,0.06307614
avg_distance_to_team_centroid,0.05361659
death_traded_rate,0.046898246
smokes_per_round,0.037305225
rounds_played,0.0354296
first_contact_rate,0.032520987
relative_team_centroid_distance,0.032426633
time_near_enemy_rate,0.03165182
multi_kill_rate,0.029462615
rifle_kill_share,0.026337113
first_contact_rate_std,0.02525009
survival_rate,0.024200274
grenades_per_round,0.023539124
trade_participation,0.02189951
time_stationary_rate,0.021185204
avg_distance_to_closest_teammate,0.02026604
kpr,0.020161357
avg_distance_moved_per_round,0.019114532
damage_diff_per_round,0.019056208
opening_kill_rate,0.017967941
adr_std,0.016319644
avg_distance_to_enemy,0.0145953875
avg_distance_moved_per_round_std,0.014005317
damage_per_round,0.013349991
opening_duel_success,0.013175817
adr,0.012365862
flash_assists_per_round,0.011470958
damage_taken_per_round,0.010525704
opening_death_rate,0.01002833
time_stationary_rate_std,0.0094925305
relative_team_centroid_distance_std,0.009464312
flashbangs_per_round,0.009322705
he_grenades_per_round,0.009321973
rating_std,0.008628349
kast_std,0.008541121
avg_distance_to_team_centroid_std,0.00800318
assists_per_round,0.007930756
util_damage_per_round,0.007408902
fire_nades_per_round,0.0073750135
avg_distance_to_closest_teammate_std,0.0065648747
time_near_enemy_rate_std,0.0064617335
impact_std,0.005791069
avg_distance_to_enemy_std,0.002796051
decoys_per_round,0.000984064
