cluster,n_players,players,adr_std_mean,kpr_mean,survival_rate_mean,damage_per_round_mean,damage_taken_per_round_mean,damage_diff_per_round_mean,assists_per_round_mean,flash_assists_per_round_mean,trade_kill_rate_mean,death_traded_rate_mean,trade_participation_mean,opening_kill_rate_mean,opening_death_rate_mean,opening_duel_success_mean,multi_kill_rate_mean,rifle_kill_share_mean,awp_kill_share_mean,decoys_per_round_mean,avg_distance_to_enemy_mean,avg_distance_to_enemy_std_mean,avg_distance_to_team_centroid_mean,avg_distance_to_team_centroid_std_mean,relative_team_centroid_distance_mean,relative_team_centroid_distance_std_mean,avg_distance_moved_per_round_mean,avg_distance_moved_per_round_std_mean,avg_distance_to_closest_teammate_mean,avg_distance_to_closest_teammate_std_mean,time_near_enemy_rate_mean,time_near_enemy_rate_std_mean,first_contact_rate_mean,first_contact_rate_std_mean,time_stationary_rate_mean,time_stationary_rate_std_mean,kast_std_mean,impact_std_mean,rating_std_mean
0,42,"910, afro, alistair, broky, cmtry, flashie, gr1ks, hypex, jame, jee, kashl1d, kl1m, m0nesy, maka, martinezsa, maxxkor, meyern, mo0n, modo, molodoy, nin9, osee, phzy, s1mple, s1zzi, saadzin, saffee, sh1ro, slaxz-, stavn, story, sunpayus, th0r, torzsi, try, ultimate, w0nderful, woxic, yxngstxr, z4kr, zorte, zywoo",25.913409383203646,0.7570653942334243,0.44846962585515826,111.14554807720192,81.15874577569136,29.9868023015106,0.18218517467840034,0.0471336153037913,0.13433760341081485,0.16124783524773778,0.19123777082550913,0.18900641117960268,0.12397504990051089,0.6737215575955434,0.185936524577371,0.22268297053912947,0.540716232026105,0.003454275164248088,2126.474206775655,115.14978322164701,730.6191526545797,109.65227949915825,0.9881549988212128,0.10695660255864532,8589.133717612489,1309.695366023799,553.0706184755811,77.56922978882304,0.2671478207590032,0.07165775705260831,0.1508450432840148,0.059240909405490705,0.6123698268102447,0.05421028964503659,15.911265926974997,0.6634780741152033,0.48522189536598614
1,87,"alex, apex, art, asap, aw, azuwu, beastik, biguzera, blamef, blitz, boombl4, br0, cairne, controlez, corn, crepow, dav1g, dgt, donk, dumau, electronic, elige, fame, frozen, graviti, grim, hunter-, im, ins, insani, jabbi, jamyoung, jcobbb, jdc, jota, jt, kensizor, kisserek, krabeni, kscerato, kvem, kyousuke, lake, launx, luchov, lucky, magnojez, makazze, malbsmd, mercury, misutaaa, mopoz, moseyuh, nettik, niko, nilo, nota, npl, qw1nk1, rdnzao, rez, sdy, senzu, sfade8, siuhy, sk0r, snappi, snax, snow, sonic, spinx, staehr, stressarn, swisher, tenzy, twistzz, venomzera, vexite, westmelon, wicadia, x5g7v, xantares, xertion, xfl0ud, xielo, xkacpersky, yekindar",28.04680293507312,0.7400768779487625,0.36700916443984827,102.47901568761021,91.49588941730698,10.983126270303272,0.2663584769930911,0.031449524741487225,0.09037463208193557,0.11371229173693317,0.13722740187156746,0.16778080797951703,0.14248157339446962,0.5751509336568341,0.18413467969866695,0.7465758178626428,0.011292221402445065,0.0017056391206995323,2011.096353423272,148.64552831488797,685.8928661636317,144.69180426924362,0.9442200382884696,0.12803664167228093,8832.083387728582,1362.4813330035233,509.7450590504642,90.2487651859055,0.3592605437652595,0.08788967829125846,0.22237838272293056,0.07111822896799744,0.5805869906975883,0.056582910929588795,14.598603635508562,0.6798673447225833,0.48121930854394596
2,86,"aleks, aleksib, alex666, b1t, bart4k, belchonokk, brnz4n, brollan, bymas, c4llm3su3, chr1zn, cobrazera, d1ledez, daps, dem0n, dexter, doc, dziugss, emiliaqaq, esenthial, ex3rcice, fallen, faven, fer, fl4mus, flamez, gafolo, gizmy, heavygod, hen1, hooxi, huasopeek, jba, jks, jl, karrigan, koala, krazy, latto, liazz, lnz, luken, magixx, maj3r, masval, matys, max, mezii, mzinho, n1ssim, naf, nealan, neityu, nekiz, nertz, nicx, nitr0, piriajr, pr, rainwaker, ropz, ryu, s1n, s1ren, sausol, scrunk, shock, sjuush, soulfly, starry, susp, tabsen, tauson, techno4k, teses, tjp, tn1r, v$m, xeedo, xelex, xerolte, yuurih, zero, zero , zont1x, zweih",28.19578847743417,0.6664356132149227,0.39620442166312114,92.26732114181304,86.75053730454584,5.516783837267168,0.21910501442518784,0.028233899836285964,0.08992062949564043,0.1104097640978782,0.12605752779178342,0.14620914452445735,0.12849370871303292,0.5599509572253695,0.15657072646753184,0.7053325674937672,0.014937098333140941,0.00015380095102292675,2087.620823848816,165.4848027826592,822.6054877568662,208.92755559046063,1.0668279742166993,0.1489272211576447,8818.511473727638,1429.6107349392626,569.82104745318,128.2813227567578,0.32653861849344407,0.09247658273980254,0.20163140437010507,0.07416722594746301,0.5812611196024428,0.05705603850686802,15.704094384848547,0.6873612859575458,0.48521707831895916
