feature,importance
rifle_kill_share,0.16224198
awp_kill_share,0.14060028
avg_distance_to_enemy,0.11873899
avg_distance_to_closest_teammate_std,0.07750206
relative_team_centroid_distance,0.054750834
avg_distance_to_team_centroid,0.04530357
avg_distance_to_team_centroid_std,0.03570345
avg_distance_moved_per_round_std,0.035149775
time_near_enemy_rate,0.030919006
avg_distance_to_closest_teammate,0.02991411
survival_rate,0.024184449
trade_kill_rate,0.017646097
assists_per_round,0.017620694
first_contact_rate,0.016836228
time_stationary_rate,0.015131995
opening_kill_rate,0.014308396
opening_duel_success,0.013435188
adr_std,0.012991594
relative_team_centroid_distance_std,0.012792956
rating_std,0.012637558
damage_taken_per_round,0.010460016
kpr,0.010229146
time_stationary_rate_std,0.009879209
decoys_per_round,0.008948795
time_near_enemy_rate_std,0.007871064
util_damage_per_round,0.007626465
he_grenades_per_round,0.0064695445
first_contact_received_rate,0.00625304
flashbangs_per_round,0.0060938727
kast_std,0.0048785713
avg_distance_moved_per_round,0.004751144
avg_distance_to_enemy_std,0.004742946
damage_per_round,0.004569461
opening_death_rate,0.0042385035
multi_kill_rate,0.0038745909
fire_nades_per_round,0.0038564296
smokes_per_round,0.0038549358
death_traded_rate,0.0015224318
flash_assists_per_round,0.0014705897
impact_std,0.0
